function,offset,target addr,instruction,type
numachip1_acpi_madt_oem_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip1_acpi_madt_oem_check,0x1f,0xffffffff81c7f8e0,CALL 0xffffffff81c7f8e0,direct call
numachip1_acpi_madt_oem_check,0x3a,0xffffffff81c7f8e0,CALL 0xffffffff81c7f8e0,direct call
numachip1_acpi_madt_oem_check,0x43,0xffffffff83117f50,"MOV byte ptr [0xffffffff83117f50],0x1",write .data
numachip1_acpi_madt_oem_check,0x58,,RET,ret
numachip2_acpi_madt_oem_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip2_acpi_madt_oem_check,0x1f,0xffffffff81c7f8e0,CALL 0xffffffff81c7f8e0,direct call
numachip2_acpi_madt_oem_check,0x3a,0xffffffff81c7f8e0,CALL 0xffffffff81c7f8e0,direct call
numachip2_acpi_madt_oem_check,0x43,0xffffffff83117f50,"MOV byte ptr [0xffffffff83117f50],0x2",write .data
numachip2_acpi_madt_oem_check,0x58,,RET,ret
numachip_send_IPI_one,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_one,0x4e,0xffffffff83117f48,CALL qword ptr [0xffffffff83117f48],in-direct call
numachip_send_IPI_one,0x59,,RET,ret
numachip_send_IPI_one,0x5a,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
numachip_send_IPI_one,0x63,0xffffffff82e4b958,CALL qword ptr [0xffffffff82e4b958],in-direct call
numachip_send_IPI_one,0x6b,0xffffffff81070f20,CALL 0xffffffff81070f20,direct call
numachip_send_IPI_one,0x75,0xffffffff82e4b960,CALL qword ptr [0xffffffff82e4b960],in-direct call
numachip_send_IPI_one,0x84,0xffffffff82000810,CALL 0xffffffff82000810,direct call
numachip_send_IPI_one,0x8b,0xffffffff82000810,CALL 0xffffffff82000810,direct call
numachip_send_IPI_mask_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_mask_allbutself,0x10,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
numachip_send_IPI_mask_allbutself,0x30,0xffffffff81075c70,CALL 0xffffffff81075c70,direct call
numachip_send_IPI_mask_allbutself,0x35,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
numachip_send_IPI_mask_allbutself,0x41,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
numachip_send_IPI_mask_allbutself,0x5d,,RET,ret
numachip2_set_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip2_set_apic_id,0xf,,RET,ret
numachip_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_mask,0x1b,0xffffffff81075c70,CALL 0xffffffff81075c70,direct call
numachip_send_IPI_mask,0x23,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
numachip_send_IPI_mask,0x2c,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
numachip_send_IPI_mask,0x44,,RET,ret
numachip_send_IPI_all,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_all,0x12,0xffffffff81075d80,CALL 0xffffffff81075d80,direct call
numachip_send_IPI_all,0x18,,RET,ret
numachip_send_IPI_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip_send_IPI_allbutself,0x25,0xffffffff81075c70,CALL 0xffffffff81075c70,direct call
numachip_send_IPI_allbutself,0x2d,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
numachip_send_IPI_allbutself,0x3a,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
numachip_send_IPI_allbutself,0x52,,RET,ret
numachip2_get_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
numachip2_get_apic_id,0x12,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
numachip2_get_apic_id,0x2c,,RET,ret
fixup_cpu_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
fixup_cpu_id,0x11,ctx->wordctx->ptrctx->gs + 0x19022,"MOV word ptr GS:[0x19022],SI",write other [TODO]
fixup_cpu_id,0x32,ctx->wordctx->ptrctx->r12 + 0x102,"MOV word ptr [R12 + 0x102],AX",write other [TODO]
fixup_cpu_id,0x3f,,RET,ret
fixup_cpu_id,0x45,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_apic_msr_eoi_write,0xb,,RET,ret
native_apic_msr_read,0x15,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_apic_msr_read,0x1c,,RET,ret
native_apic_msr_read,0x22,,RET,ret
native_x2apic_wait_icr_idle,0x0,,RET,ret
native_safe_x2apic_wait_icr_idle,0x2,,RET,ret
uv_is_untracked_pat_range,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_is_untracked_pat_range,0x32,,RET,ret
uv_is_untracked_pat_range,0x3e,,RET,ret
uv_get_hubless_system,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_get_hubless_system,0x10,,RET,ret
is_uv_system,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
is_uv_system,0x17,,RET,ret
is_uv_hubbed,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
is_uv_hubbed,0x12,,RET,ret
uv_apic_id_valid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_apic_id_valid,0xf,,RET,ret
uv_apic_id_registered,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_apic_id_registered,0xf,,RET,ret
uv_init_apic_ldr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_init_apic_ldr,0xa,,RET,ret
x2apic_get_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_get_apic_id,0xc,,RET,ret
set_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
set_apic_id,0xc,,RET,ret
uv_phys_pkg_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_phys_pkg_id,0x18,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
uv_phys_pkg_id,0x24,,RET,ret
uv_send_IPI_self,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_self,0x17,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
uv_send_IPI_self,0x1b,,RET,ret
uv_probe,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_probe,0x1a,,RET,ret
uv_get_archtype,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_get_archtype,0x21,0xffffffff81c85810,CALL 0xffffffff81c85810,direct call
uv_get_archtype,0x29,,RET,ret
find_next_bit,0x4,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
find_next_bit,0xa,,RET,ret
proc_hubbed_show,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_hubless_show,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
proc_archtype_show,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
apic_uv_calc_apicid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
apic_uv_calc_apicid,0x9,0xffffffff81070ab0,CALL 0xffffffff81070ab0,direct call
apic_uv_calc_apicid,0xf,,RET,ret
native_apic_msr_write,0x15,,RET,ret
native_apic_msr_write,0x27,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_apic_msr_write,0x2e,,RET,ret
uv_set_vga_state,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_set_vga_state,0x11,,RET,ret
uv_set_vga_state,0x2e,0xffffffff8109a7c0,CALL 0xffffffff8109a7c0,direct call
uv_set_vga_state,0x34,,RET,ret
native_x2apic_icr_write,0x1b,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_x2apic_icr_write,0x22,,RET,ret
native_x2apic_icr_read,0x9,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_x2apic_icr_read,0x10,,RET,ret
uv_send_IPI_one,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_one,0x9c,ctx->rax,"MOV qword ptr [RAX],RDX",write other [TODO]
uv_send_IPI_one,0xa0,,RET,ret
uv_send_IPI_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_allbutself,0x25,0xffffffff81076270,CALL 0xffffffff81076270,direct call
uv_send_IPI_allbutself,0x2d,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
uv_send_IPI_allbutself,0x3a,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
uv_send_IPI_allbutself,0x52,,RET,ret
uv_send_IPI_mask_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_mask_allbutself,0x10,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
uv_send_IPI_mask_allbutself,0x30,0xffffffff81076270,CALL 0xffffffff81076270,direct call
uv_send_IPI_mask_allbutself,0x35,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
uv_send_IPI_mask_allbutself,0x41,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
uv_send_IPI_mask_allbutself,0x5d,,RET,ret
uv_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_mask,0x1b,0xffffffff81076270,CALL 0xffffffff81076270,direct call
uv_send_IPI_mask,0x23,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
uv_send_IPI_mask,0x2c,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
uv_send_IPI_mask,0x44,,RET,ret
uv_send_IPI_all,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_send_IPI_all,0x12,0xffffffff810763e0,CALL 0xffffffff810763e0,direct call
uv_send_IPI_all,0x18,,RET,ret
uv_wakeup_secondary,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_wakeup_secondary,0x87,ctx->rcx,"MOV qword ptr [RCX],RSI",write other [TODO]
uv_wakeup_secondary,0xba,ctx->rax,"MOV qword ptr [RAX],RDI",write other [TODO]
uv_wakeup_secondary,0xc0,,RET,ret
get_uv_system_type,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
get_uv_system_type,0x10,,RET,ret
uv_cpu_init,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
uv_cpu_init,0x2f,,RET,ret
native_apic_msr_eoi_write,0xb,,RET,ret
native_apic_msr_read,0x15,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_apic_msr_read,0x1c,,RET,ret
native_apic_msr_read,0x22,,RET,ret
native_x2apic_wait_icr_idle,0x0,,RET,ret
native_safe_x2apic_wait_icr_idle,0x2,,RET,ret
init_x2apic_ldr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
init_x2apic_ldr,0xa,,RET,ret
x2apic_apic_id_valid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_apic_id_valid,0x22,,RET,ret
x2apic_apic_id_registered,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_apic_id_registered,0xf,,RET,ret
x2apic_get_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_get_apic_id,0xc,,RET,ret
x2apic_set_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_set_apic_id,0xc,,RET,ret
x2apic_phys_pkg_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_phys_pkg_id,0x10,,RET,ret
x2apic_send_IPI_self,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_self,0x17,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
x2apic_send_IPI_self,0x1b,,RET,ret
native_apic_msr_write,0x15,,RET,ret
native_apic_msr_write,0x27,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_apic_msr_write,0x2e,,RET,ret
x2apic_phys_probe,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_acpi_madt_oem_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_acpi_madt_oem_check,0x18,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RAX",write stack
x2apic_acpi_madt_oem_check,0x4e,0xffffffff82e4b928,CALL qword ptr [0xffffffff82e4b928],in-direct call
native_x2apic_icr_read,0x9,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_x2apic_icr_read,0x10,,RET,ret
native_x2apic_icr_write,0x1b,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_x2apic_icr_write,0x22,,RET,ret
x2apic_send_IPI_all,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_all,0x2a,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
x2apic_send_IPI_all,0x31,,RET,ret
x2apic_send_IPI_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_allbutself,0x2a,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
x2apic_send_IPI_allbutself,0x31,,RET,ret
x2apic_send_IPI,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI,0x45,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
x2apic_send_IPI,0x4c,,RET,ret
__x2apic_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__x2apic_send_IPI_mask,0x22,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
__x2apic_send_IPI_mask,0x28,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
__x2apic_send_IPI_mask,0x2c,0xffffffff82e4b958,CALL qword ptr [0xffffffff82e4b958],in-direct call
__x2apic_send_IPI_mask,0x45,ctx->rbp - 0x30,"MOV qword ptr [RBP + -0x30],RAX",write stack
__x2apic_send_IPI_mask,0x56,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
__x2apic_send_IPI_mask,0x8c,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
__x2apic_send_IPI_mask,0x92,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
__x2apic_send_IPI_mask,0x9f,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
__x2apic_send_IPI_mask,0xa4,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
__x2apic_send_IPI_mask,0xbc,0xffffffff82e4b960,CALL qword ptr [0xffffffff82e4b960],in-direct call
__x2apic_send_IPI_mask,0xd0,,RET,ret
x2apic_send_IPI_mask_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_mask_allbutself,0xe,0xffffffff810768c0,CALL 0xffffffff810768c0,direct call
x2apic_send_IPI_mask_allbutself,0x14,,RET,ret
x2apic_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_mask,0xe,0xffffffff810768c0,CALL 0xffffffff810768c0,direct call
x2apic_send_IPI_mask,0x14,,RET,ret
__x2apic_send_IPI_dest,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__x2apic_send_IPI_dest,0x2d,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
__x2apic_send_IPI_dest,0x34,,RET,ret
__x2apic_send_IPI_shorthand,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__x2apic_send_IPI_shorthand,0x27,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
__x2apic_send_IPI_shorthand,0x2e,,RET,ret
native_apic_msr_eoi_write,0xb,,RET,ret
native_apic_msr_read,0x15,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_apic_msr_read,0x1c,,RET,ret
native_apic_msr_read,0x22,,RET,ret
native_x2apic_wait_icr_idle,0x0,,RET,ret
native_safe_x2apic_wait_icr_idle,0x2,,RET,ret
x2apic_calc_apicid,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_calc_apicid,0x16,,RET,ret
x2apic_dead_cpu,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_dead_cpu,0x17,ctx->rax,"MOV RAX,qword ptr [RDX + RAX*0x1]",write other [TODO]
x2apic_dead_cpu,0x3c,0xffffffff81c682a0,CALL 0xffffffff81c682a0,direct call
x2apic_dead_cpu,0x44,,RET,ret
x2apic_send_IPI_all,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_all,0xe,0xffffffff81076a20,CALL 0xffffffff81076a20,direct call
x2apic_send_IPI_all,0x14,,RET,ret
x2apic_send_IPI_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_allbutself,0xe,0xffffffff81076a20,CALL 0xffffffff81076a20,direct call
x2apic_send_IPI_allbutself,0x14,,RET,ret
x2apic_send_IPI,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI,0x21,0xffffffff810769e0,CALL 0xffffffff810769e0,direct call
x2apic_send_IPI,0x27,,RET,ret
native_apic_msr_write,0x15,,RET,ret
native_apic_msr_write,0x27,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_apic_msr_write,0x2e,,RET,ret
x2apic_prepare_cpu,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_prepare_cpu,0x4e,0xffffffff81c68270,CALL 0xffffffff81c68270,direct call
x2apic_prepare_cpu,0x5d,,RET,ret
x2apic_prepare_cpu,0x70,0xffffffff812b3960,CALL 0xffffffff812b3960,direct call
x2apic_prepare_cpu,0x89,0xffffffff812b3510,CALL 0xffffffff812b3510,direct call
x2apic_prepare_cpu,0x8e,0xffffffff83442e48,"MOV qword ptr [0xffffffff83442e48],RAX",write .data
x2apic_prepare_cpu,0x9a,ctx->rax + 0x4,"MOV dword ptr [RAX + 0x4],R12D",write other [TODO]
x2apic_acpi_madt_oem_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_acpi_madt_oem_check,0x17,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RAX",write stack
x2apic_acpi_madt_oem_check,0x3f,,RET,ret
x2apic_acpi_madt_oem_check,0x49,0xffffffff82e4b928,CALL qword ptr [0xffffffff82e4b928],in-direct call
x2apic_acpi_madt_oem_check,0x65,0xffffffff81d03750,CALL 0xffffffff81d03750,direct call
__x2apic_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
__x2apic_send_IPI_mask,0x19,ctx->rbp - 0x2c,"MOV dword ptr [RBP + -0x2c],ESI",write stack
__x2apic_send_IPI_mask,0x22,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
__x2apic_send_IPI_mask,0x28,ctx->rbp - 0x38,"MOV qword ptr [RBP + -0x38],RAX",write stack
__x2apic_send_IPI_mask,0x2c,0xffffffff82e4b958,CALL qword ptr [0xffffffff82e4b958],in-direct call
__x2apic_send_IPI_mask,0x52,0xffffffff81d03bf0,CALL 0xffffffff81d03bf0,direct call
__x2apic_send_IPI_mask,0x6d,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
__x2apic_send_IPI_mask,0x7f,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
__x2apic_send_IPI_mask,0xbb,ctx->edx,"MOV EDX,ESI",write other [TODO]
__x2apic_send_IPI_mask,0xc5,0xffffffff81601f50,CALL 0xffffffff81601f50,direct call
__x2apic_send_IPI_mask,0xe4,0xffffffff810769e0,CALL 0xffffffff810769e0,direct call
__x2apic_send_IPI_mask,0xf2,ctx->ecx,"MOV ECX,dword ptr [0xffffffff8311b690]",write other [TODO]
__x2apic_send_IPI_mask,0xf8,0xffffffff815f9c30,CALL 0xffffffff815f9c30,direct call
__x2apic_send_IPI_mask,0x117,0xffffffff82e4b960,CALL qword ptr [0xffffffff82e4b960],in-direct call
__x2apic_send_IPI_mask,0x12b,,RET,ret
x2apic_send_IPI_mask_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_mask_allbutself,0xe,0xffffffff81076ce0,CALL 0xffffffff81076ce0,direct call
x2apic_send_IPI_mask_allbutself,0x14,,RET,ret
x2apic_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_send_IPI_mask,0xe,0xffffffff81076ce0,CALL 0xffffffff81076ce0,direct call
x2apic_send_IPI_mask,0x14,,RET,ret
init_x2apic_ldr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
init_x2apic_ldr,0x20,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
init_x2apic_ldr,0x35,ctx->rdx + ctx->rax * 0x4,"MOV dword ptr [RDX + RAX*0x4],EBX",write other [TODO]
init_x2apic_ldr,0x47,ctx->esi,"MOV ESI,dword ptr [0xffffffff8311b690]",write other [TODO]
init_x2apic_ldr,0x77,0xffffffff81601ef0,CALL 0xffffffff81601ef0,direct call
init_x2apic_ldr,0x8d,0xffffffff83442e48,"MOV qword ptr [0xffffffff83442e48],0x0",write .data
init_x2apic_ldr,0x98,ctx->rdx,"MOV dword ptr [RDX],EBX",write other [TODO]
init_x2apic_ldr,0x9d,ctx->gs + 0x199f8,"MOV qword ptr GS:[0x199f8],R12",write other [TODO]
init_x2apic_ldr,0xb8,,RET,ret
x2apic_cluster_probe,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
x2apic_cluster_probe,0x11,,RET,ret
x2apic_cluster_probe,0x30,0xffffffff812b40e0,CALL 0xffffffff812b40e0,direct call
x2apic_cluster_probe,0x35,0xffffffff83117f58,"MOV qword ptr [0xffffffff83117f58],RAX",write .data
x2apic_cluster_probe,0x63,0xffffffff810a7280,CALL 0xffffffff810a7280,direct call
x2apic_cluster_probe,0x70,0xffffffff81076e50,CALL 0xffffffff81076e50,direct call
x2apic_cluster_probe,0x7f,,RET,ret
native_x2apic_icr_write,0x1b,0xffffffff82e4b920,CALL qword ptr [0xffffffff82e4b920],in-direct call
native_x2apic_icr_write,0x22,,RET,ret
native_x2apic_icr_read,0x9,0xffffffff82e4b918,CALL qword ptr [0xffffffff82e4b918],in-direct call
native_x2apic_icr_read,0x10,,RET,ret
native_apic_mem_write,0x2,ctx->rdi - 0xa03000,"MOV dword ptr [RDI + -0xa03000],ESI",write other [TODO]
native_apic_mem_write,0x8,,RET,ret
native_apic_mem_read,0x8,,RET,ret
flat_acpi_madt_oem_check,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_acpi_madt_oem_check,0xf,,RET,ret
flat_init_apic_ldr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_init_apic_ldr,0x22,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
flat_init_apic_ldr,0x31,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
flat_init_apic_ldr,0x51,ctx->rax + 0x10,CALL qword ptr [RAX + 0x10],in-direct call
flat_init_apic_ldr,0x59,,RET,ret
flat_get_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_get_apic_id,0xf,,RET,ret
set_apic_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
set_apic_id,0xf,,RET,ret
flat_phys_pkg_id,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_phys_pkg_id,0x10,,RET,ret
flat_probe,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_probe,0xf,,RET,ret
physflat_init_apic_ldr,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
physflat_init_apic_ldr,0xa,,RET,ret
default_inquire_remote_apic,0x9,,RET,ret
default_inquire_remote_apic,0xe,0xffffffff81c915f1,CALL 0xffffffff81c915f1,direct call
default_inquire_remote_apic,0x14,,RET,ret
flat_apic_id_registered,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_apic_id_registered,0x15,ctx->rax + 0x18,CALL qword ptr [RAX + 0x18],in-direct call
flat_apic_id_registered,0x2d,,RET,ret
_flat_send_IPI_mask,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
_flat_send_IPI_mask,0xa,0xffffffff82e4b950,CALL qword ptr [0xffffffff82e4b950],in-direct call
_flat_send_IPI_mask,0x13,0xffffffff82e4b958,CALL qword ptr [0xffffffff82e4b958],in-direct call
_flat_send_IPI_mask,0x1e,0xffffffff81070f20,CALL 0xffffffff81070f20,direct call
_flat_send_IPI_mask,0x28,0xffffffff82e4b960,CALL qword ptr [0xffffffff82e4b960],in-direct call
_flat_send_IPI_mask,0x33,,RET,ret
flat_send_IPI_mask_allbutself,0x0,0xffffffff81077be0,CALL 0xffffffff81077be0,direct call
flat_send_IPI_mask_allbutself,0x19,ctx->rbp - 0x8,"MOV qword ptr [RBP + -0x8],RAX",write stack
flat_send_IPI_mask_allbutself,0x1f,ctx->rbp - 0x10,"MOV qword ptr [RBP + -0x10],RDI",write stack
flat_send_IPI_mask_allbutself,0x3a,0xffffffff81077120,CALL 0xffffffff81077120,direct call
flat_send_IPI_mask_allbutself,0x4f,,RET,ret
